Word	Tag	NE
autorka	O	
zprávy	O	
dle	O	
popisu	O	
sběračů	O	
do	O	
plánů	O	
hradu	O	
.	O	
Popis	O	
terénní	O	
situace	O	
1	B-ni	ni
.	O	
Sběr	O	
J	B-P|B-pf	P|pf
.	I-P|I-pf	P|pf
Slavík	I-P|B-ps	P|ps
nad	O	
vnitřním	O	
příkopem	O	
jak	O	
ze	O	
strany	O	
předhradí	O	
tak	O	
vlastního	O	
hradu	O	
(	O	
viz	O	
plánek	O	
polohy	O	
1	B-n_	n_
)	O	
.	O	
Nalezeny	O	
4	B-nc	nc
fragmenty	O	
keramiky	O	
.	O	
5	B-T|B-td	T|td
.	I-T|I-td	T|td
3	I-T|B-tm	T|tm
.	I-T|I-tm	T|tm
1998	I-T|B-ty	T|ty
2	B-ni	ni
.	O	
Sběr	O	
archeologický	O	
kroužek	O	
Villa	B-ic	ic
Nova	I-ic	ic
11	B-T|B-td	T|td
.	I-T|I-td	T|td
8	I-T|B-tm	T|tm
.	I-T|I-tm	T|tm
1998	I-T|B-ty	T|ty
,	O	
úbočí	O	
hradního	O	
kopce	O	
směrem	O	
k	O	
vesnici	O	
(	O	
viz	O	
.	O	
plánek	O	
poloha	O	
2	B-nb	nb
)	O	
.	O	
Nalezeno	O	
14	B-nc	nc
drobnějších	O	
fragmentů	O	
,	O	
okraje	O	
a	O	
zl	O	
.	O	
zásobnice	O	
,	O	
vše	O	
14	B-no	no
.	I-no	no
-	O	
15	B-no	no
.	I-no	no
stol	O	
.	O	
3	B-no	no
.	I-no	no
Sběr	O	
J	B-P|B-pf	P|pf
.	I-P|I-pf	P|pf
Slavík	I-P|B-ps	P|ps
,	O	
jádro	O	
hradu	O	
(	O	
viz	O	
plánek	O	
polohy	O	
3	B-n_	n_
)	O	
.	O	
Nalezeny	O	
3	B-nc	nc
fragmenty	O	
keramiky	O	
.	O	
5	B-T|B-td	T|td
.	I-T|I-td	T|td
3	I-T|B-tm	T|tm
.	I-T|I-tm	T|tm
1998	I-T|B-ty	T|ty
Zhodnocení	O	
a	O	
interpretace	O	
výsledků	O	
výzkumu	O	
Nalezeny	O	
zlomky	O	
keramiky	O	
z	O	
kulturních	O	
vrstev	O	
existence	O	
hradu	O	
,	O	
14	B-no	no
.	I-no	no
-	O	
15	B-no	no
.	I-no	no
stol	O	
.	O	
,	O	
naprostá	O	
převaha	O	
zl	O	
.	O	
z	O	
15	B-no	no
.	I-no	no
stol	O	
.	O	
Seznam	O	
nálezů	O	
Viz	O	
příloha	O	
Přír	O	
.	O	
č	O	
.	O	
Název	O	
Počet	O	
Výzkum	O	
Poloha	O	
Inv	O	
.	O	
č	O	
.	O	
Poznámka	O	
A	O	
678	B-n_	n_
/	O	
2015	B-ty	ty
keramika	O	
4	B-n_	n_
Skuhrov	B-gu	gu
hrad	O	
sběr	O	
Slavík	B-ps	ps
J	B-P|B-pf	P|pf
.	I-P|I-pf	P|pf
(	O	
viz	O	
.	O	
NZ	B-C|B-mn	C|mn
Skuhrov	I-C|B-gu	C|gu
1998	I-C|B-ty	C|ty
,	I-C	C
poloha	I-C	C
1	I-C|B-nb	C|nb
)	I-C	C
A	I-C	C
1737	I-C|B-nb	C|nb
3	I-C	C
atypické	O	
zlomky	O	
z	O	
výdutí	O	
nepolévaných	O	
nádob	O	
,	O	
prakticky	O	
bílé	O	
zboží	O	
,	O	
2	B-no	no
.	I-no	no
pol	O	
.	O	
15	B-no	no
.	I-no	no
stol	O	
.	O	
+	O	
zlomek	O	
okraje	O	
-	O	
velmi	O	
nizké	O	
vysazené	O	
okruží	O	
,	O	
červená	O	
linka	O	
na	O	
okruží	O	
,	O	
další	O	
na	O	
podhrdlí	O	
,	O	
váha	O	
90	B-nc	nc
,	O	
9	B-nc	nc
g	B-oe	oe
.	O	
A	O	
679	B-n_	n_
/	O	
2015	B-ty	ty
keramika	O	
23	B-n_	n_
Skuhrov	B-gu	gu
hrad	O	
sběr	O	
arch	O	
.	O	
kroužek	O	
(	O	
viz	O	
.	O	
NZ	B-ic	ic
Skuhrov	I-ic|B-gu	ic|gu
1998	I-ic|B-ty	ic|ty
,	O	
poloha	O	
2	B-n_	n_
)	O	
A	O	
1738	B-n_	n_
14	B-nc	nc
atypických	O	
zlomků	O	
keramiky	O	
14	B-no	no
.	I-no	no
/	O	
15	B-no	no
.	I-no	no
st	O	
.	O	
+	O	
1	B-nc	nc
zl	O	
.	O	
masivnější	O	
zásobnice	O	
+	O	
3	B-nc	nc
zl	O	
.	O	
okrajů	O	
(	O	
okruží	O	
+	O	
mísa	O	
se	O	
zahnutým	O	
okrajem	O	
)	O	
+	O	
1	B-nc	nc
zl	O	
.	O	
ucha	O	
+	O	
výdutě	O	
nádob	O	
se	O	
stopami	O	
vytáčení	O	
+	O	
1	B-nc	nc
mazanice	O	
,	O	
váha	O	
182	B-nc	nc
,	O	
1	B-nc	nc
g	B-oe	oe
.	O	
A	O	
680	B-n_	n_
/	O	
2015	B-ty	ty
keramika	O	
3	B-n_	n_
Skuhrov	B-gu	gu
hrad	O	
sběr	O	
Slavík	B-ps	ps
J	I-ps	ps
.	I-ps	ps
(	O	
viz	O	
.	O	
NZ	B-A|B-ic	A|ic
Skuhrov	I-A|I-ic|B-gu	A|ic|gu
1998	I-A|B-ty	A|ty
,	I-A	A
poloha	I-A	A
3	I-A|B-ah	A|ah
)	I-A	A
A	I-A	A
1739	I-A|B-az	A|az
2	I-A|I-az	A|az
drobné	O	
atypické	O	
zlomky	O	
+	O	
1	B-nc	nc
zlomek	O	
dna	O	
-	O	
bílé	O	
zboží	O	
,	O	
2	B-no	no
.	I-no	no
pol	O	
.	O	
15	B-no	no
.	I-no	no
století	O	
,	O	
váha	O	
14	B-nc	nc
,	O	
6	B-nc	nc
g	B-oe	oe
.	O	
Terénní	O	
a	O	
obrazová	O	
dokumentace	O	
Obr	O	
.	O	
1	B-nb	nb
.	O	
SKUHROV	B-gu	gu
NAD	I-gu	gu
BĚLOU	I-gu|B-gl	gu|gl
hrad	O	
,	O	
sběry	O	
1998	B-ty	ty
.	O	
Umístění	O	
lokality	O	
a	O	
plánek	O	
hradu	O	
se	O	
zákresem	O	
sběrů	O	
.	O	
Obr	O	
.	O	
2	B-nb	nb
.	O	
SKUHROV	B-gu	gu
NAD	I-gu	gu
BĚLOU	I-gu|B-gh	gu|gh
hrad	O	
,	O	
sběry	O	
1998	B-ty	ty
.	O	
Nálezy	O	
-	O	
poloha	O	
1	B-n_	n_
(	O	
př	O	
.	O	
č	O	
.	O	
A	B-n_	n_
678	B-n_	n_
/	O	
2015	B-ty	ty
)	O	
.	O	
Obr	O	
.	O	
3	B-nb	nb
.	O	
SKUHROV	B-gu	gu
NAD	I-gu	gu
BĚLOU	I-gu|B-gh	gu|gh
hrad	O	
,	O	
sběry	O	
1998	B-ty	ty
.	O	
Nálezy	O	
-	O	
poloha	O	
2	B-n_	n_
(	O	
př	O	
.	O	
č	O	
.	O	
A	B-n_	n_
679	B-n_	n_
/	O	
201	B-n_	n_
)	O	
.	O	
Obr	O	
.	O	
4	B-nb	nb
.	O	
SKUHROV	B-gu	gu
NAD	I-gu	gu
BĚLOU	I-gu|B-gh	gu|gh
hrad	O	
,	O	
sběry	O	
1998	B-ty	ty
.	O	
Nálezy	O	
-	O	
poloha	O	
3	B-n_	n_
(	O	
př	O	
.	O	
č	O	
.	O	
A	B-n_	n_
680	I-n_	n_
/	I-n_	n_
2015	I-n_	n_
)	O	
.	O	
V	O	
Rychnově	B-gu	gu
nad	I-gu	gu
Kněžnou	I-gu|B-gh	gu|gh
dne	O	
27	B-T|B-td	T|td
.	I-T|I-td	T|td
11	I-T|B-tm	T|tm
.	I-T|I-tm	T|tm
2015	I-T|B-ty	T|ty
PhDr	B-P|B-pd	P|pd
.	I-P|I-pd	P|pd
Martina	I-P|B-pf	P|pf
Beková	I-P|B-ps	P|ps
Bohumír	B-P|B-pf	P|pf
Dragoun	I-P|B-ps	P|ps
Obr	O	
.	O	
1	B-nb	nb
.	O	
SKUHROV	B-gu	gu
NAD	I-gu	gu
BĚLOU	I-gu|B-gh	gu|gh
hrad	O	
,	O	
sběry	O	
1998	B-ty	ty
.	O	
Umístění	O	
lokality	O	
a	O	
plánek	O	
hradu	O	
se	O	
zákresem	O	
sběrů	O	
.	O	
Obr	O	
.	O	
2	B-nb	nb
.	O	
SKUHROV	B-gu	gu
NAD	I-gu	gu
BĚLOU	I-gu|B-gh	gu|gh
hrad	O	
,	O	
sběry	O	
1998	B-ty	ty
.	O	
Nálezy	O	
-	O	
poloha	O	
1	B-n_	n_
(	O	
př	O	
.	O	
č	O	
.	O	
A	B-n_	n_
678	B-n_	n_
/	O	
2015	B-ty	ty
)	O	
.	O	
Obr	O	
.	O	
3	B-nb	nb
.	O	
SKUHROV	B-gu	gu
NAD	I-gu	gu
BĚLOU	I-gu|B-gh	gu|gh
hrad	O	
,	O	
sběry	O	
1998	B-ty	ty
.	O	
Nálezy	O	
-	O	
poloha	O	
2	B-n_	n_
(	O	
př	O	
.	O	
č	O	
.	O	
A	B-n_	n_
679	B-n_	n_
/	O	
2015	B-ty	ty
)	O	
.	O	
Stitrr	O	
■	O	
Seil	O	
■■	O	
Tu	O	
,	O	
Skulrov	B-gu	gu
nD	I-gu	gu
-	I-gu	gu
lou	I-gu	gu
,	O	
hrad	O	
sbrč	O	
.2	O	
<	O	
or	O	
Sloufk	O	
J	O	
.	O	
4998	O	
AG	O	
802045	O	
Obr	O	
.	O	
4	O	
.	O	
SKUHROV	B-gu	gu
NAD	I-gu	gu
BĚLOU	I-gu|B-gh	gu|gh
hrad	O	
,	O	
sběry	O	
1998	B-ty	ty
.	O	
Nálezy	O	
-	O	
poloha	O	
3	B-n_	n_
(	O	
př	O	
.	O	
č	O	
.	O	
A	B-n_	n_
680	I-n_	n_
/	I-n_	n_
2015	I-n_	n_
)	O	
.	O	
