"page_id","token","lemma","position","nameTag","NE","udpipe.feats.Abbr","udpipe.feats.AdpType","udpipe.feats.Animacy","udpipe.feats.Aspect","udpipe.feats.Case","udpipe.feats.Degree","udpipe.feats.Foreign","udpipe.feats.Gender","udpipe.feats.Gender[psor]","udpipe.feats.Hyph","udpipe.feats.Mood","udpipe.feats.NameType","udpipe.feats.NumForm","udpipe.feats.NumType","udpipe.feats.Number","udpipe.feats.Number[psor]","udpipe.feats.Person","udpipe.feats.Polarity","udpipe.feats.Poss","udpipe.feats.PronType","udpipe.feats.Reflex","udpipe.feats.Tense","udpipe.feats.Variant","udpipe.feats.VerbForm","udpipe.feats.Voice","udpipe.misc.B-gu","udpipe.misc.B-nb","udpipe.misc.B-pf","udpipe.misc.B-ps","udpipe.misc.B-td","udpipe.misc.B-tm","udpipe.misc.B-ty","udpipe.misc.I-pf","udpipe.misc.I-td","udpipe.misc.SpaceAfter"
"1","UAtAv","Uatav","1","O","","","","Inan","","Nom","","","Masc","","","","Oth","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1",",",",","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",",",",","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",",",",","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","/","/","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Doe","Doe","6","O","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","•","•","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","19","19","8","O","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","",""
"1","c","c","9","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","•","•","10","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","/","/","11","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","2","2","13","B-ni","Itemizer (1.)","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",".",".","16","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","2","2","17","O","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","",""
"1","9","9","18","B-T","Complex time expressions","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","Yes","","","","","No"
"1",".",".","19","I-T","Complex time expressions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes",""
"1","ledna","leden","20","I-T","Complex time expressions","","","Inan","","Gen","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","Yes","","","",""
"1","1963","1963","21","I-T","Complex time expressions","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","Yes","","",""
"1","/","/","22","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","P","P","23","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","1","1","24","O","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","",""
"1","Zpráva","zpráva","25","O","","","","","","Nom","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","o","o","26","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","archeologické","archeologický","27","O","","","","","","Loc","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","sbírce","sbírka","28","O","","","","","","Loc","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","Vlastivědného","vlastivědný","29","B-ic","Cult/Educational institution","","","","","Gen","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","muzea","muzeum","30","I-ic","Cult/Educational institution","","","","","Gen","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","v","v","31","I-ic","Cult/Educational institution","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Blovicích","Blovice","32","I-ic","Cult/Educational institution","","","","","Loc","","","Fem","","","","Geo","","","Plur","","","","","","","","","","","Yes","","","","","","","","","No"
"1",",",",","33","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","/","/","34","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","okres","okres","35","O","","","","Inan","","Nom","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","Plzeň","Plzeň","36","B-gr","Territorial name (State/Region)","","","","","Nom","","","Fem","","","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","-","-","37","I-gr","Territorial name (State/Region)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","jih","jih","38","I-gr","Territorial name (State/Region)","","","Inan","","Nom","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","No"
"1","/","/","39","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","40","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Archeologická","archeologický","1","O","","","","","","Nom","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","sbírka","sbírka","2","O","","","","","","Nom","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","je","být","3","O","","","","","Imp","","","","","","","Ind","","","","Sing","","3","Pos","","","","Pres","","Fin","Act","","","","","","","","","",""
"1","poměrně","poměrně","4","O","","","","","","","Pos","","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","",""
"1","mladého","mladý","5","O","","","","","","Gen","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","data","datum","6","O","","","","","","Gen","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","vznikla","vzniknout","8","O","","","","","Perf","","","","Fem,Neut","","","","","","","Plur,Sing","","","Pos","","","","Past","","Part","Act","","","","","","","","","",""
"1","ponejvíce","ponejvíce","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ze","z","10","O","","","Voc","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","sběří","sběř","11","O","","","","","","Gen","","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","","","","",""
"1","ředitele","ředitel","12","O","","","","Anim","","Gen","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","muzea","muzeum","13","O","","","","","","Gen","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","Škrabka","Škrabek","14","B-ps","Surname","","","Anim","","Gen","","","Masc","","","","Giv","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","a","a","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","spolupracovníka","spolupracovník","16","O","","","","Anim","","Gen","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","J","J","17","B-P","Complex personal names","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","No"
"1",".",".","18","I-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","No"
"1","sýkory","Sýkora","19","I-P","Complex personal names","","","Anim","","Gen","","","Masc","","","","Giv","","","Sing","","","","","","","","","","","","","","Yes","","","","","",""
"1","na","na","20","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nově","nově","21","O","","","","","","","Pos","","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","",""
"1","objevených","objevený","22","O","","","","","","Loc","Pos","","Neut","","","","","","","Plur","","","Pos","","","","","","Part","Pass","","","","","","","","","",""
"1","eneolitických","eneolitický","23","O","","","","","","Loc","Pos","","Neut","","","","","","","Plur","","","Pos","","","","","","","","","","","","","","","","",""
"1","výšinných","výšinný","24","O","","","","","","Loc","Pos","","Neut","","","","","","","Plur","","","Pos","","","","","","","","","","","","","","","","",""
"1","sídlištích","sídliště","25","O","","","","","","Loc","","","Neut","","","","","","","Plur","","","","","","","","","","","","","","","","","","","",""
"1","na","na","26","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Blovicku","Blovicko","27","B-gl","Nature/Landscape name (Mountain/River)","","","","","Loc","","","Neut","","","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","v","v","28","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","poříčí","poříčí","29","O","","","","","","Loc","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","Úslavy","úslava","30","B-gh","Hydronym (Bodies of water)","","","","","Gen","","","Fem","","","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","31","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Tyto","tento","1","O","","","","Inan","","Nom","","","Masc","","","","","","","Plur","","","","","Dem","","","","","","","","","","","","","","",""
"1","sběry","sběr","2","O","","","","Inan","","Nom","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","doplněné","doplněný","4","O","","","","Inan","","Nom","Pos","","Masc","","","","","","","Plur","","","Pos","","","","","","Part","Pass","","","","","","","","","",""
"1","ústavním","ústavní","5","O","","","","Inan","","Ins","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","depositem","deposit","6","O","","","","Inan","","Ins","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","z","z","7","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","výzkumu","výzkum","8","O","","","","Inan","","Gen","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","v","v","9","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Srbech","Srby","10","B-gu","Settlement name (City/Town)","","","Inan","","Loc","","","Masc","","","","Geo","","","Plur","","","","","","","","","","","","","","","","","","","",""
"1","1960","1960","11","B-ty","Year","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","podávají","podávat","13","O","","","","","Imp","","","","","","","Ind","","","","Plur","","3","Pos","","","","Pres","","Fin","Act","","","","","","","","","",""
"1","výstižný","výstižný","14","O","","","","Inan","","Acc","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","přehled","přehled","15","O","","","","Inan","","Acc","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","západočeské","západočeský","16","O","","","","","","Gen","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","chamské","chamský","17","O","","","","","","Gen","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","skupiny","skupina","18","O","","","","","","Gen","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","19","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Z","z","1","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","doby","doba","2","O","","","","","","Gen","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","bronzové","bronzový","3","O","","","","","","Gen","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","je","být","4","O","","","","","Imp","","","","","","","Ind","","","","Sing","","3","Pos","","","","Pres","","Fin","Act","","","","","","","","","",""
"1","v","v","5","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Blovicích","Blovice","6","B-gu","Settlement name (City/Town)","","","","","Loc","","","Fem","","","","Geo","","","Plur","","","","","","","","","","","","","","","","","","","",""
"1","depot","depot","7","O","","","","Inan","","Nom","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","z","z","8","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","rShraní","rshraní","9","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Bda","Bda","10","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","BD","BD","11","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","v","v","12","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Libákovicích","Libákovice","13","B-gu","Settlement name (City/Town)","","","","","Loc","","","Fem","","","","Geo","","","Plur","","","","","","","","","","","","","","","","","","","",""
"1","a","a","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","mohylové","mohylový","15","O","","","","Inan","","Nom","Pos","","Masc","","","","","","","Plur","","","Pos","","","","","","","","","","","","","","","","",""
"1","bronzy","bronz","16","O","","","","Inan","","Nom","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","",""
"1","z","z","17","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Járova","Járov","18","B-gu","Settlement name (City/Town)","","","Inan","","Gen","","","Masc","","","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","19","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Mladší","mladý","1","O","","","","","","Nom","Cmp","","Fem","","","","","","","Plur","","","Pos","","","","","","","","","","","","","","","","",""
"1","pravěké","pravěký","2","O","","","","","","Nom","Pos","","Fem","","","","","","","Plur","","","Pos","","","","","","","","","","","","","","","","",""
"1","kultury","kultura","3","O","","","","","","Nom","","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","","","","",""
"1","nejsou","být","4","O","","","","","Imp","","","","","","","Ind","","","","Plur","","3","Neg","","","","Pres","","Fin","Act","","","","","","","","","",""
"1","zastoupeny","zastoupený","5","O","","","","Inan","Perf","","Pos","","Fem,Masc","","","","","","","Plur","","","Pos","","","","","Short","Part","Pass","","","","","","","","","","No"
"1",",",",","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","středověk","středověk","7","O","","","","Inan","","Nom","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","jen","jen","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","drobnými","drobný","9","O","","","","Inan","","Ins","Pos","","Masc","","","","","","","Plur","","","Pos","","","","","","","","","","","","","","","","",""
"1","nálezy","nález","10","O","","","","Inan","","Ins","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","11","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Materiál","materiál","1","O","","","","Inan","","Nom","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","je","být","2","O","","","","","Imp","","","","","","","Ind","","","","Sing","","3","Pos","","","","Pres","","Fin","Act","","","","","","","","","",""
"1","přehledně","přehledně","3","O","","","","","","","Pos","","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","",""
"1","zapsán","zapsaný","4","O","","","","","Perf","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","Short","Part","Pass","","","","","","","","","",""
"1","ve","v","5","O","","","Voc","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","130","130","6","B-nc","Cardinal number","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","",""
"1","příri","příri","7","O","","","","","","","Pos","","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","",""
"1","stkových","stkový","8","O","","","","","","Loc","Pos","","Fem","","","","","","","Plur","","","Pos","","","","","","","","","","","","","","","","",""
"1","položkách","položka","9","O","","","","","","Loc","","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","10","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","instalace","instalace","11","O","","","","","","Nom","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","se","se","12","O","","","","","","Acc","","","","","","","","","","","","","","","Prs","Yes","","Short","","","","","","","","","","","",""
"1","připravuje","připravovat","13","O","","","","","Imp","","","","","","","Ind","","","","Sing","","3","Pos","","","","Pres","","Fin","Act","","","","","","","","","","No"
"1",".",".","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Muzeum","muzeum","1","O","","","","","","Nom","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","vyvíjí","vyvíjet","2","O","","","","","Imp","","","","","","","Ind","","","","Sing","","3","Pos","","","","Pres","","Fin","Act","","","","","","","","","",""
"1","značnou","značný","3","O","","","","","","Acc","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","aktivitu","aktivita","4","O","","","","","","Acc","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","v","v","5","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","archeologii","archeologie","6","O","","","","","","Loc","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","a","a","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ohlašuje","ohlašovat","8","O","","","","","Imp","","","","","","","Ind","","","","Sing","","3","Pos","","","","Pres","","Fin","Act","","","","","","","","","",""
"1","nálezy","nález","9","O","","","","Inan","","Acc","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","",""
"1","exposituře","expositura","10","O","","","","","","Dat","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","/","/","11","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","v","v","12","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","r","rok","13","O","","Yes","","Inan","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","1962","1962","15","B-ty","Year","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","",""
"1","byl","být","16","O","","","","","Imp","","","","Masc","","","","","","","Sing","","","Pos","","","","Past","","Part","Act","","","","","","","","","",""
"1","na","na","17","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","základě","základ","18","O","","","","Inan","","Loc","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","jeho","jeho","19","O","","","","","","","","","","Masc,Neut","","","","","","","Sing","3","","Yes","Prs","","","","","","","","","","","","","","",""
"1","hlásení","hlásení","20","O","","","","","","Gen","","","Neut","","","","","","","Sing","","","","","","","","","Vnoun","","","","","","","","","","",""
"1","prOveden","provedený","21","O","","","","","Perf","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","Short","Part","Pass","","","","","","","","","",""
"1","výzkum","výzkum","22","O","","","","Inan","","Nom","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","v","v","23","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Netunicích","Netunice","24","B-gu","Settlement name (City/Town)","","","","","Loc","","","Fem","","","","Geo","","","Plur","","","","","","","","","","","","","","","","","","","",""
"1","a","a","25","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","d","d","26","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","27","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","/","/","28","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","29","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","někdy","někdy","30","O","","","","","","","","","","","","","","","","","","","","","Ind","","","","","","","","","","","","","","",""
"1","ovšem","ovšem","31","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zájem","zájem","32","O","","","","Inan","","Acc","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","blovickych","blovicko","33","O","","","","Inan","","Gen","Pos","","Masc","","","","","","","Plur","","","Pos","","","","","","","","","","","","","","","","",""
"1","pracoví","pracoví","34","O","","","","","","","Pos","","","","Yes","","","","","","","","Pos","","","","","","","","","","","","","","","","","No"
"1","-","-","35","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","kv","kv","36","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zavádí","zavádět","37","O","","","","","Imp","","","","","","","Ind","","","","Sing","","3","Pos","","","","Pres","","Fin","Act","","","","","","","","","",""
"1","k","k","38","O","","","Prep","","","Dat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nežádoucím","žádoucí","39","O","","","","Inan","","Dat","Pos","","Masc","","","","","","","Plur","","","Neg","","","","","","","","","","","","","","","","",""
"1","drobným","drobný","40","O","","","","Inan","","Dat","Pos","","Masc","","","","","","","Plur","","","Pos","","","","","","","","","","","","","","","","",""
"1","výkopům","výkop","41","O","","","","Inan","","Dat","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","42","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Ústavní","ústavní","1","O","","","","","","Nom","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","",""
"1","depositum","depositum","2","O","","","","","","Nom","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","/","/","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","Srby","Srb","4","B-pc","Inhabitant name","","","Anim","","Ins","","","Masc","","","","Giv,Nat","","","Plur","","","","","","","","","","","","","","","","","","","","No"
"1","/","/","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","shledáno","shledaný","6","O","","","","","Perf","","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","Short","Part","Pass","","","","","","","","","",""
"1","v","v","7","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","pořádku","pořádek","8","O","","","","Inan","","Loc","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Přehled","přehled","1","O","","","","Inan","","Nom","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","sbírky","sbírka","2","O","","","","","","Gen","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","Bzí","Bzí","3","B-o_","Artifact name (General)","","","","","Nom","","","Neut","","","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","",""
"1","-","-","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","drobné","drobný","5","O","","","","Inan","","Nom","Pos","","Masc","","","","","","","Plur","","","Pos","","","","","","","","","","","","","","","","",""
"1","nálezy","nález","6","O","","","","Inan","","Nom","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","",""
