Word	Tag	NE
.	O	
i	O	
.	O	
,	O	
pracoviště	O	
Kutná	B-gu	gu
Hora	I-gu	gu
)	O	
.	O	
Terénní	O	
dokumentace	O	
je	O	
uložena	O	
v	O	
Archeologickém	B-ic	ic
ústavu	I-ic	ic
AV	B-ic	ic
ČR	I-ic|B-gc	ic|gc
,	O	
Praha	B-gu	gu
,	O	
v	O	
.	O	
v	O	
.	O	
i	O	
.	O	
,	O	
pracoviště	O	
Kutná	B-gu	gu
Hora	I-gu	gu
.	O	
Závěrem	O	
je	O	
možno	O	
konstatovat	O	
,	O	
že	O	
byla	O	
dodržena	O	
všechna	O	
zákonná	O	
ustanovení	O	
o	O	
ochraně	O	
archeologických	O	
památek	O	
.	O	
PhDr	B-P|B-pd	P|pd
.	I-P|I-pd	P|pd
Radka	I-P|B-pf	P|pf
Šumberová	I-P|B-ps	P|ps
,	I-P	P
Ph	I-P|B-pd	P|pd
.	I-P|I-pd	P|pd
D	I-P|B-pd	P|pd
.	I-P|I-pd	P|pd
Vedoucí	O	
pracoviště	O	
Kutná	B-gu	gu
Hora	I-gu	gu
Zpracoval	O	
:	O	
Mgr	B-P|B-pd	P|pd
.	I-P|I-pd	P|pd
Filip	I-P|B-pf	P|pf
Velímský	I-P|B-ps	P|ps
,	I-P	P
Ph	I-P|B-pd	P|pd
.	I-P|I-pd	P|pd
D	I-P|B-pd	P|pd
.	I-P|I-pd	P|pd
